"SFC Johnson, this is currently not a priority for me. I will handle this issue when I've taken care of other, more important items.",3
that was very unprofessional and i dont appreciate that.,3
"This is a major problem SFC, your soldiers are being harassed by a squad leader on your watch. Don't try to downplay the seriousness of this situation.",3
"Sgt. Cramer, if you want to remain a member of this platoon, you need to straighten up your actions before it is to late.",3
Thank you for telling me your opinion about Sgt Cramer but I'd like to see his actions before I just to any conclusions.,3
"Sgt. Johnson, I trust that you know we have a zero-tolerance harassment policy here. Handle it before I get involved.",3
"Sergeant, SGT Cramer's attitude is unacceptable. I will need you to step down immediately so we can get this PLT back in order.",3
I am disappointed to hear that these problems with Sgt. Cramer have gone on for so long. We may have to take more serious action to correct his behavior.,3
Is chewing SFC Kramer out the most productive way to help him?,3
"SFC, I'm disappointed to hear you have a PLT with leadership like Cramer.",3
"SFC Johnson, do you think this platoon is in a good shape? Are you out of your mind? Wake up and get your shit done so I can actually do something with these people who call themselves soldiers pathetically.",3
We have a squad leader that has a drinking problem? Please elaborate.,3
"Easy there, Sergeant. Lets slow down and take things step by step and do this by the book.",3
"How could you have so much pride and you've failed your platoon. If a Squad leader is failing, so have you.",3
That is probably not the best way to be handling the situation. You should be reprimanded.,3
"Its good to hear your side of the story about this platoon, but I have heard otherwise. This platoon still needs a lot of work when it comes to getting things done in a more efficient way. We will take care of this together.",3
"SFC Johnson, We have no more men to replace the one man short squads. We are already down men as it is and cannot get them from anywhere else.",3
Our team is only as strong as our weakest link. Start counseling Sgt Kramer about his drinking and job performance.,3
"SFC Johnson we will improve the readiness of the platoon to include habits detrimental towards readiness, such as alcohol. ",4
Good to hear that the platoon is so strong.,4
"Don't worry about your ERB, SFC Johnson. So long as you are doing what you are supposed to be doing and getting the job done, your ERB will take care of itself. As far as I'm concerned, you're doing great. ",4
I am sorry that you have had to deal with this for so long. I will take it upon myself to speak with Cramer in order to resolve your current predicament Sergeant.,4
"SFC Johnson, I am excited to have the opportunity to be apart of this platoon. We will talk soon about ways we can improve the weak links in the platoon.",4
"Every company does tend to have a few problematic personnel, so thanks for looking out for your soldiers. Now that I'm here, I can keep an eye on SGT Cramer.",4
We will try to work out a plan to solve this issue together.,4
"SFC Johnson, you have done your best to keep the platoon together.",4
"SFC Johnson, you've done an excellent job bringing this to my attention. I will introduce myself to Cramer and find out if he has an underlying reason for drinking.",4
"I got it from here, Sergeant. I will make sure you are recognized later for your work but you can relax now and go back to your role as PSG.",4
SFC I appreciate everything you doing for you are an outstanding leader but I will have to speak to SRG Cramer personally to figure out what is exactly going on.,4
We are glad you are here just remember that excitement is good but sometimes its good not to show it to gain respect from the others.,4
Tell me about the good that the squad leaders and team leaders are doing.,4
"SFC Johnson, I do not worry about Sgt. Cramer since you seem to be able to standardize him as you have assured me. Keep your good work and let me know if you have any problem with him. ",4
"Sgt. Cramer, understand that the topic of your harassment has upon other Squad leaders has came up. Do not be worried, I am here to talk about how we can fix this.",4
Thanks for the heads up SFC.,4
"SFC Cramer, you've done a great job getting me up to speed on the company, thank you. That being said, please remember to maintain professionalism in regards to your peers weaknesses. I'll keep an eye out for his drinking problems and harassment.",4
"SFC Johnson, I do not plan on changing too much of what you have already started due to the high progress the platoon has already made. ",4
"Sgt. Cramer, I would like to talk to you personally about what is going on with you interactions with the other squads.",4
"Good job looking out for your soldiers! It's good to know this company has some good men willing to go beyond their duties. I'll be able to handle discipline from here on, however.",4
"SFC Johnson, I'm grateful for your forthright and constructive feedback, I am sure it will be useful in crafting our roadmap for the platoon. ",4
"I know this is a lot of responsibility to take on, but we will be assigning you an assistant to help you delegate and most efficiently spend your time.",4
"I see that there are some issues within that we may have to take care of, thank you.",4
